Item;Location;Date;Demand;;;;
10007563;3;2024-07-01;20;;;;
10007563;3;2024-08-01;14;;;;
10007563;3;2024-09-01;18;;;;
10007563;3;2024-10-01;21;;;;
10007563;3;2024-11-01;15;;;;
10007563;3;2024-12-01;110;;;;
10007563;3;2025-01-01;797;;;;
10007563;3;2025-02-01;12;;;;
10007563;3;2025-03-01;171;;;;
10012177;3;2021-04-01;10;;;;
10012177;3;2021-05-01;27;;;;
10012177;3;2021-06-01;22;;;;
10012177;3;2021-07-01;14;;;;
10012177;3;2021-08-01;26;;;;
10012177;3;2021-09-01;11;;;;
10012177;3;2021-10-01;13;;;;
10012177;3;2021-11-01;35;;;;
10012177;3;2021-12-01;52;;;;
10012177;3;2022-01-01;24;;;;
10012177;3;2022-02-01;30;;;;
10012177;3;2022-03-01;14;;;;
10012177;3;2022-04-01;13;;;;
10012177;3;2022-05-01;18;;;;
10012177;3;2022-06-01;7;;;;
10012177;3;2022-07-01;38;;;;
10012177;3;2022-08-01;11;;;;
10012177;3;2022-09-01;28;;;;
10012177;3;2022-10-01;17;;;;
10012177;3;2022-11-01;12;;;;
10012177;3;2022-12-01;23;;;;
10012177;3;2023-01-01;6;;;;
10012177;3;2023-02-01;28;;;;
10012177;3;2023-03-01;5;;;;
10012177;3;2023-04-01;16;;;;
10012177;3;2023-05-01;11;;;;
10012177;3;2023-06-01;22;;;;
10012177;3;2023-07-01;11;;;;
10012177;3;2023-08-01;6;;;;
10012177;3;2023-09-01;11;;;;
10012177;3;2023-10-01;10;;;;
10012177;3;2023-11-01;21;;;;
10012177;3;2023-12-01;16;;;;
10012177;3;2024-01-01;13;;;;
10012177;3;2024-02-01;7;;;;
10012177;3;2024-03-01;15;;;;
10012177;3;2024-04-01;38;;;;
10012177;3;2024-05-01;24;;;;
10012177;3;2024-06-01;12;;;;
10012177;3;2024-07-01;19;;;;
10012177;3;2024-08-01;31;;;;
10012177;3;2024-09-01;12;;;;
10012177;3;2024-10-01;14;;;;
10012177;3;2024-11-01;28;;;;
10012177;3;2024-12-01;19;;;;
10012177;3;2025-01-01;17;;;;
10012177;3;2025-02-01;55;;;;
10012177;3;2025-03-01;15;;;;
8443228;3;2021-04-01;77;;;;
8443228;3;2021-05-01;165;;;;
8443228;3;2021-06-01;193,99;;;;
8443228;3;2021-07-01;184;;;;
8443228;3;2021-08-01;205,99;;;;
8443228;3;2021-09-01;145;;;;
8443228;3;2021-10-01;105;;;;
8443228;3;2021-11-01;131;;;;
8443228;3;2021-12-01;116;;;;
8443228;3;2022-01-01;99;;;;
8443228;3;2022-02-01;143;;;;
8443228;3;2022-03-01;105;;;;
8443228;3;2022-04-01;150;;;;
8443228;3;2022-05-01;161;;;;
8443228;3;2022-06-01;166;;;;
8443228;3;2022-07-01;143;;;;
8443228;3;2022-08-01;153;;;;
8443228;3;2022-09-01;171;;;;
8443228;3;2022-10-01;148;;;;
8443228;3;2022-11-01;145;;;;
8443228;3;2022-12-01;116;;;;
8443228;3;2023-01-01;142;;;;
8443228;3;2023-02-01;99;;;;
8443228;3;2023-03-01;106;;;;
8443228;3;2023-04-01;102;;;;
8443228;3;2023-05-01;92;;;;
8443228;3;2023-06-01;45;;;;
8443228;3;2023-07-01;43;;;;
8443228;3;2023-08-01;16;;;;
8443228;3;2023-09-01;30;;;;
8443228;3;2023-10-01;56;;;;
8443228;3;2023-11-01;43;;;;
8443228;3;2023-12-01;23;;;;
8443228;3;2024-01-01;62;;;;
8443228;3;2024-02-01;35;;;;
8443228;3;2024-03-01;17;;;;
8443228;3;2024-04-01;68;;;;
8443228;3;2024-05-01;96;;;;
8443228;3;2024-06-01;60;;;;
8443228;3;2024-07-01;100;;;;
8443228;3;2024-08-01;74;;;;
8443228;3;2024-09-01;111;;;;
8443228;3;2024-10-01;127;;;;
8443228;3;2024-11-01;92;;;;
8443228;3;2024-12-01;46;;;;
8443228;3;2025-01-01;27;;;;
8443228;3;2025-02-01;57;;;;
8443228;3;2025-03-01;55;;;;
8061373;3;2021-04-01;14;;;;
8061373;3;2021-05-01;22;;;;
8061373;3;2021-06-01;32;;;;
8061373;3;2021-07-01;22;;;;
8061373;3;2021-08-01;10;;;;
8061373;3;2021-09-01;17;;;;
8061373;3;2021-10-01;38;;;;
8061373;3;2021-11-01;43;;;;
8061373;3;2021-12-01;60;;;;
8061373;3;2022-01-01;73;;;;
8061373;3;2022-02-01;36;;;;
8061373;3;2022-03-01;29;;;;
8061373;3;2022-04-01;67;;;;
8061373;3;2022-05-01;24;;;;
8061373;3;2022-06-01;58;;;;
8061373;3;2022-07-01;39;;;;
8061373;3;2022-08-01;28;;;;
8061373;3;2022-09-01;56;;;;
8061373;3;2022-10-01;35;;;;
8061373;3;2022-11-01;16;;;;
8061373;3;2022-12-01;18;;;;
8061373;3;2023-01-01;13;;;;
8061373;3;2023-02-01;25;;;;
8061373;3;2023-03-01;65;;;;
8061373;3;2023-04-01;34;;;;
8061373;3;2023-05-01;17;;;;
8061373;3;2023-06-01;12;;;;
8061373;3;2023-07-01;22;;;;
8061373;3;2023-08-01;26;;;;
8061373;3;2023-09-01;23;;;;
8061373;3;2023-10-01;19;;;;
8061373;3;2023-11-01;23;;;;
8061373;3;2023-12-01;15;;;;
8061373;3;2024-01-01;20;;;;
8061373;3;2024-02-01;13;;;;
8061373;3;2024-03-01;17;;;;
8061373;3;2024-04-01;14;;;;
8061373;3;2024-05-01;10;;;;
8061373;3;2024-06-01;11;;;;
8061373;3;2024-07-01;21;;;;
8061373;3;2024-08-01;4;;;;
8061373;3;2024-09-01;17;;;;
8061373;3;2024-10-01;6;;;;
8061373;3;2024-11-01;19;;;;
8061373;3;2024-12-01;12;;;;
8061373;3;2025-01-01;29;;;;
8061373;3;2025-02-01;15;;;;
8061373;3;2025-03-01;23;;;;
9036581;3;2021-04-01;25;;;;
9036581;3;2021-05-01;31;;;;
9036581;3;2021-06-01;47;;;;
9036581;3;2021-07-01;67;;;;
9036581;3;2021-08-01;42;;;;
9036581;3;2021-09-01;53;;;;
9036581;3;2021-10-01;32;;;;
9036581;3;2021-11-01;46;;;;
9036581;3;2021-12-01;53;;;;
9036581;3;2022-01-01;35;;;;
9036581;3;2022-02-01;25;;;;
9036581;3;2022-03-01;59;;;;
9036581;3;2022-04-01;54;;;;
9036581;3;2022-05-01;61;;;;
9036581;3;2022-06-01;43;;;;
9036581;3;2022-07-01;38;;;;
9036581;3;2022-08-01;39;;;;
9036581;3;2022-09-01;41;;;;
9036581;3;2022-10-01;32;;;;
9036581;3;2022-11-01;72;;;;
9036581;3;2022-12-01;37;;;;
9036581;3;2023-01-01;12;;;;
9036581;3;2023-02-01;60;;;;
9036581;3;2023-03-01;52;;;;
9036581;3;2023-04-01;67;;;;
9036581;3;2023-05-01;30;;;;
9036581;3;2023-06-01;47;;;;
9036581;3;2023-07-01;58;;;;
9036581;3;2023-08-01;36;;;;
9036581;3;2023-09-01;65;;;;
9036581;3;2023-10-01;34;;;;
9036581;3;2023-11-01;37;;;;
9036581;3;2023-12-01;80;;;;
9036581;3;2024-01-01;71;;;;
9036581;3;2024-02-01;27;;;;
9036581;3;2024-03-01;63;;;;
9036581;3;2024-04-01;32;;;;
9036581;3;2024-05-01;55;;;;
9036581;3;2024-06-01;43;;;;
9036581;3;2024-07-01;18;;;;
9036581;3;2024-08-01;16;;;;
9036581;3;2024-09-01;38;;;;
9036581;3;2024-10-01;38;;;;
9036581;3;2024-11-01;40;;;;
9036581;3;2024-12-01;42;;;;
9036581;3;2025-01-01;65;;;;
9036581;3;2025-02-01;35;;;;
9036581;3;2025-03-01;36;;;;
9017646;3;2021-04-01;7;;;;
9017646;3;2021-05-01;23;;;;
9017646;3;2021-06-01;32;;;;
9017646;3;2021-07-01;5;;;;
9017646;3;2021-08-01;27;;;;
9017646;3;2021-09-01;17;;;;
9017646;3;2021-10-01;21;;;;
9017646;3;2021-11-01;24;;;;
9017646;3;2021-12-01;26;;;;
9017646;3;2022-01-01;28;;;;
9017646;3;2022-02-01;18;;;;
9017646;3;2022-03-01;17;;;;
9017646;3;2022-04-01;42;;;;
9017646;3;2022-05-01;21;;;;
9017646;3;2022-06-01;17;;;;
9017646;3;2022-07-01;33;;;;
9017646;3;2022-08-01;25;;;;
9017646;3;2022-09-01;15;;;;
9017646;3;2022-10-01;20;;;;
9017646;3;2022-11-01;26;;;;
9017646;3;2022-12-01;26;;;;
9017646;3;2023-01-01;31;;;;
9017646;3;2023-02-01;13;;;;
9017646;3;2023-03-01;64;;;;
9017646;3;2023-04-01;14;;;;
9017646;3;2023-05-01;17;;;;
9017646;3;2023-06-01;34;;;;
9017646;3;2023-07-01;11;;;;
9017646;3;2023-08-01;17;;;;
9017646;3;2023-09-01;43;;;;
9017646;3;2023-10-01;27;;;;
9017646;3;2023-11-01;27;;;;
9017646;3;2023-12-01;19;;;;
9017646;3;2024-01-01;29;;;;
9017646;3;2024-02-01;32;;;;
9017646;3;2024-03-01;28;;;;
9017646;3;2024-04-01;24;;;;
9017646;3;2024-05-01;48;;;;
9017646;3;2024-06-01;12;;;;
9017646;3;2024-07-01;35;;;;
9017646;3;2024-08-01;20;;;;
9017646;3;2024-09-01;19;;;;
9017646;3;2024-10-01;20;;;;
9017646;3;2024-11-01;16;;;;
9017646;3;2024-12-01;16;;;;
9017646;3;2025-01-01;43;;;;
9017646;3;2025-02-01;30;;;;
9017646;3;2025-03-01;10;;;;
8061630;3;2021-04-01;102;;;;
8061630;3;2021-05-01;146;;;;
8061630;3;2021-06-01;87;;;;
8061630;3;2021-07-01;132;;;;
8061630;3;2021-08-01;144;;;;
8061630;3;2021-09-01;224;;;;
8061630;3;2021-10-01;231;;;;
8061630;3;2021-11-01;144;;;;
8061630;3;2021-12-01;184;;;;
8061630;3;2022-01-01;135;;;;
8061630;3;2022-02-01;152;;;;
8061630;3;2022-03-01;171;;;;
8061630;3;2022-04-01;227;;;;
8061630;3;2022-05-01;175;;;;
8061630;3;2022-06-01;227;;;;
8061630;3;2022-07-01;47;;;;
8061630;3;2022-08-01;221;;;;
8061630;3;2022-09-01;159;;;;
8061630;3;2022-10-01;147;;;;
8061630;3;2022-11-01;165;;;;
8061630;3;2022-12-01;82;;;;
8061630;3;2023-01-01;110;;;;
8061630;3;2023-02-01;159;;;;
8061630;3;2023-03-01;148;;;;
8061630;3;2023-04-01;176;;;;
8061630;3;2023-05-01;187;;;;
8061630;3;2023-06-01;179;;;;
8061630;3;2023-07-01;159;;;;
8061630;3;2023-08-01;131;;;;
8061630;3;2023-09-01;93;;;;
8061630;3;2023-10-01;155;;;;
8061630;3;2023-11-01;188;;;;
8061630;3;2023-12-01;221;;;;
8061630;3;2024-01-01;171;;;;
8061630;3;2024-02-01;253;;;;
8061630;3;2024-03-01;232;;;;
8061630;3;2024-04-01;168;;;;
8061630;3;2024-05-01;132;;;;
8061630;3;2024-06-01;142;;;;
8061630;3;2024-07-01;179;;;;
8061630;3;2024-08-01;135;;;;
8061630;3;2024-09-01;111;;;;
8061630;3;2024-10-01;136;;;;
8061630;3;2024-11-01;221;;;;
8061630;3;2024-12-01;143;;;;
8061630;3;2025-01-01;200;;;;
8061630;3;2025-02-01;145;;;;
8061630;3;2025-03-01;160;;;;
8932523;3;2021-04-01;155;;;;
8932523;3;2021-05-01;423;;;;
8932523;3;2021-06-01;187;;;;
8932523;3;2021-07-01;212;;;;
8932523;3;2021-08-01;348;;;;
8932523;3;2021-09-01;211;;;;
8932523;3;2021-10-01;360;;;;
8932523;3;2021-11-01;312;;;;
8932523;3;2021-12-01;495;;;;
8932523;3;2022-01-01;489;;;;
8932523;3;2022-02-01;144;;;;
8932523;3;2022-03-01;555;;;;
8932523;3;2022-04-01;179;;;;
8932523;3;2022-05-01;225;;;;
8932523;3;2022-06-01;406;;;;
8932523;3;2022-07-01;168;;;;
8932523;3;2022-08-01;234;;;;
8932523;3;2022-09-01;228;;;;
8932523;3;2022-10-01;378;;;;
8932523;3;2022-11-01;466;;;;
8932523;3;2022-12-01;173;;;;
8932523;3;2023-01-01;169;;;;
8932523;3;2023-02-01;158;;;;
8932523;3;2023-03-01;333;;;;
8932523;3;2023-04-01;237;;;;
8932523;3;2023-05-01;184;;;;
8932523;3;2023-06-01;326;;;;
8932523;3;2023-07-01;168;;;;
8932523;3;2023-08-01;311;;;;
8932523;3;2023-09-01;237;;;;
8932523;3;2023-10-01;302;;;;
8932523;3;2023-11-01;451;;;;
8932523;3;2023-12-01;321;;;;
8932523;3;2024-01-01;197;;;;
8932523;3;2024-02-01;147;;;;
8932523;3;2024-03-01;204;;;;
8932523;3;2024-04-01;559;;;;
8932523;3;2024-05-01;348;;;;
8932523;3;2024-06-01;168;;;;
8932523;3;2024-07-01;151;;;;
8932523;3;2024-08-01;139;;;;
8932523;3;2024-09-01;90;;;;
8932523;3;2024-10-01;325;;;;
8932523;3;2024-11-01;288;;;;
8932523;3;2024-12-01;122;;;;
8932523;3;2025-01-01;156;;;;
8932523;3;2025-02-01;202;;;;
8932523;3;2025-03-01;397;;;;
9776612;3;2021-04-01;54;;;;
9776612;3;2021-05-01;22;;;;
9776612;3;2021-06-01;24;;;;
9776612;3;2021-07-01;10;;;;
9776612;3;2021-08-01;23;;;;
9776612;3;2021-09-01;12;;;;
9776612;3;2021-10-01;14;;;;
9776612;3;2021-11-01;14;;;;
9776612;3;2021-12-01;6;;;;
9776612;3;2022-01-01;44;;;;
9776612;3;2022-02-01;21;;;;
9776612;3;2022-03-01;20;;;;
9776612;3;2022-04-01;23;;;;
9776612;3;2022-05-01;27;;;;
9776612;3;2022-06-01;24;;;;
9776612;3;2022-07-01;19;;;;
9776612;3;2022-08-01;10;;;;
9776612;3;2022-09-01;12;;;;
9776612;3;2022-10-01;7;;;;
9776612;3;2022-11-01;23;;;;
9776612;3;2022-12-01;13;;;;
9776612;3;2023-01-01;27;;;;
9776612;3;2023-02-01;19;;;;
9776612;3;2023-03-01;23;;;;
9776612;3;2023-04-01;15;;;;
9776612;3;2023-05-01;18;;;;
9776612;3;2023-06-01;9;;;;
9776612;3;2023-07-01;7;;;;
9776612;3;2023-08-01;11;;;;
9776612;3;2023-09-01;2;;;;
9776612;3;2023-10-01;18;;;;
9776612;3;2023-11-01;8;;;;
9776612;3;2023-12-01;8;;;;
9776612;3;2024-01-01;17;;;;
9776612;3;2024-02-01;25;;;;
9776612;3;2024-03-01;12;;;;
9776612;3;2024-04-01;14;;;;
9776612;3;2024-05-01;16;;;;
9776612;3;2024-06-01;13;;;;
9776612;3;2024-07-01;13;;;;
9776612;3;2024-08-01;15;;;;
9776612;3;2024-09-01;9;;;;
9776612;3;2024-10-01;8;;;;
9776612;3;2024-11-01;4;;;;
9776612;3;2024-12-01;11;;;;
9776612;3;2025-01-01;14;;;;
9776612;3;2025-02-01;11;;;;
9776612;3;2025-03-01;19;;;;
8040060;3;2021-04-01;169;;;;
8040060;3;2021-05-01;172;;;;
8040060;3;2021-06-01;185;;;;
8040060;3;2021-07-01;274;;;;
8040060;3;2021-08-01;221;;;;
8040060;3;2021-09-01;271;;;;
8040060;3;2021-10-01;259;;;;
8040060;3;2021-11-01;198;;;;
8040060;3;2021-12-01;317;;;;
8040060;3;2022-01-01;227;;;;
8040060;3;2022-02-01;342;;;;
8040060;3;2022-03-01;592;;;;
8040060;3;2022-04-01;149;;;;
8040060;3;2022-05-01;148;;;;
8040060;3;2022-06-01;212;;;;
8040060;3;2022-07-01;236;;;;
8040060;3;2022-08-01;179;;;;
8040060;3;2022-09-01;285;;;;
8040060;3;2022-10-01;351;;;;
8040060;3;2022-11-01;190;;;;
8040060;3;2022-12-01;34;;;;
8040060;3;2023-01-01;281;;;;
8040060;3;2023-02-01;203;;;;
8040060;3;2023-03-01;668;;;;
8040060;3;2023-04-01;131;;;;
8040060;3;2023-05-01;139;;;;
8040060;3;2023-06-01;113;;;;
8040060;3;2023-07-01;44;;;;
8040060;3;2023-08-01;88;;;;
8040060;3;2023-09-01;151;;;;
8040060;3;2023-10-01;255;;;;
8040060;3;2023-11-01;276;;;;
8040060;3;2023-12-01;274;;;;
8040060;3;2024-01-01;195;;;;
8040060;3;2024-02-01;83;;;;
8040060;3;2024-03-01;72;;;;
8040060;3;2024-04-01;202;;;;
8040060;3;2024-05-01;82;;;;
8040060;3;2024-06-01;142;;;;
8040060;3;2024-07-01;220;;;;
8040060;3;2024-08-01;406;;;;
8040060;3;2024-09-01;104;;;;
8040060;3;2024-10-01;153;;;;
8040060;3;2024-11-01;249;;;;
8040060;3;2024-12-01;234;;;;
8040060;3;2025-01-01;179;;;;
8040060;3;2025-02-01;180;;;;
8040060;3;2025-03-01;372;;;;
8354833;3;2021-04-01;18;;;;
8354833;3;2021-05-01;16;;;;
8354833;3;2021-06-01;9;;;;
8354833;3;2021-07-01;10;;;;
8354833;3;2021-08-01;14;;;;
8354833;3;2021-09-01;12;;;;
8354833;3;2021-10-01;20;;;;
8354833;3;2021-11-01;17;;;;
8354833;3;2021-12-01;9;;;;
8354833;3;2022-01-01;11;;;;
8354833;3;2022-02-01;11;;;;
8354833;3;2022-03-01;20;;;;
8354833;3;2022-04-01;12;;;;
8354833;3;2022-05-01;7;;;;
8354833;3;2022-06-01;14;;;;
8354833;3;2022-07-01;11;;;;
8354833;3;2022-08-01;9;;;;
8354833;3;2022-09-01;13;;;;
8354833;3;2022-10-01;16;;;;
8354833;3;2022-11-01;23;;;;
8354833;3;2022-12-01;12;;;;
8354833;3;2023-01-01;10;;;;
8354833;3;2023-02-01;23;;;;
8354833;3;2023-03-01;9;;;;
8354833;3;2023-04-01;11;;;;
8354833;3;2023-05-01;10;;;;
8354833;3;2023-06-01;15;;;;
8354833;3;2023-07-01;19;;;;
8354833;3;2023-08-01;15;;;;
8354833;3;2023-09-01;5;;;;
8354833;3;2023-10-01;22;;;;
8354833;3;2023-11-01;14;;;;
8354833;3;2023-12-01;6;;;;
8354833;3;2024-01-01;28;;;;
8354833;3;2024-02-01;17;;;;
8354833;3;2024-03-01;18;;;;
8354833;3;2024-04-01;18;;;;
8354833;3;2024-05-01;18;;;;
8354833;3;2024-06-01;21;;;;
8354833;3;2024-07-01;13;;;;
8354833;3;2024-08-01;7;;;;
8354833;3;2024-09-01;21;;;;
8354833;3;2024-10-01;30;;;;
8354833;3;2024-11-01;22;;;;
8354833;3;2024-12-01;21;;;;
8354833;3;2025-01-01;25;;;;
8354833;3;2025-02-01;18;;;;
8354833;3;2025-03-01;28;;;;
7943412;3;2021-04-01;65;;;;
7943412;3;2021-05-01;123;;;;
7943412;3;2021-06-01;302;;;;
7943412;3;2021-07-01;105;;;;
7943412;3;2021-08-01;111;;;;
7943412;3;2021-09-01;97;;;;
7943412;3;2021-10-01;257;;;;
7943412;3;2021-11-01;312;;;;
7943412;3;2021-12-01;137;;;;
7943412;3;2022-01-01;110;;;;
7943412;3;2022-02-01;123;;;;
7943412;3;2022-03-01;78;;;;
7943412;3;2022-04-01;46;;;;
7943412;3;2022-05-01;32;;;;
7943412;3;2022-06-01;96;;;;
7943412;3;2022-07-01;163;;;;
7943412;3;2022-08-01;44;;;;
7943412;3;2022-09-01;163;;;;
7943412;3;2022-10-01;89;;;;
7943412;3;2022-11-01;100;;;;
7943412;3;2022-12-01;89;;;;
7943412;3;2023-01-01;41;;;;
7943412;3;2023-02-01;175;;;;
7943412;3;2023-03-01;164;;;;
7943412;3;2023-04-01;62;;;;
7943412;3;2023-05-01;26;;;;
7943412;3;2023-06-01;59;;;;
7943412;3;2023-07-01;85;;;;
7943412;3;2023-08-01;80;;;;
7943412;3;2023-09-01;104;;;;
7943412;3;2023-10-01;51;;;;
7943412;3;2023-11-01;72;;;;
7943412;3;2023-12-01;95;;;;
7943412;3;2024-01-01;122;;;;
7943412;3;2024-02-01;17;;;;
7943412;3;2024-03-01;12;;;;
7943412;3;2024-04-01;22;;;;
7943412;3;2024-05-01;14;;;;
7943412;3;2024-06-01;53;;;;
7943412;3;2024-07-01;32;;;;
7943412;3;2024-08-01;192;;;;
7943412;3;2024-09-01;44;;;;
7943412;3;2024-10-01;20;;;;
7943412;3;2024-11-01;52;;;;
7943412;3;2024-12-01;45;;;;
7943412;3;2025-01-01;72;;;;
7943412;3;2025-02-01;60;;;;
7943412;3;2025-03-01;19;;;;
9777514;3;2021-04-01;150;;;;
9777514;3;2021-05-01;360;;;;
9777514;3;2021-06-01;440;;;;
9777514;3;2021-07-01;490;;;;
9777514;3;2021-08-01;310;;;;
9777514;3;2021-09-01;190;;;;
9777514;3;2021-10-01;380;;;;
9777514;3;2021-11-01;360;;;;
9777514;3;2021-12-01;160;;;;
9777514;3;2022-01-01;430;;;;
9777514;3;2022-02-01;290;;;;
9777514;3;2022-03-01;500;;;;
9777514;3;2022-04-01;190;;;;
9777514;3;2022-05-01;490;;;;
9777514;3;2022-06-01;220;;;;
9777514;3;2022-07-01;310;;;;
9777514;3;2022-08-01;210;;;;
9777514;3;2022-09-01;320;;;;
9777514;3;2022-10-01;450;;;;
9777514;3;2022-11-01;380;;;;
9777514;3;2022-12-01;260;;;;
9777514;3;2023-01-01;370;;;;
9777514;3;2023-02-01;740;;;;
9777514;3;2023-03-01;310;;;;
9777514;3;2023-04-01;360;;;;
9777514;3;2023-05-01;420;;;;
9777514;3;2023-06-01;470;;;;
9777514;3;2023-07-01;160;;;;
9777514;3;2023-08-01;250;;;;
9777514;3;2023-09-01;440;;;;
9777514;3;2023-10-01;270;;;;
9777514;3;2023-11-01;267;;;;
9777514;3;2023-12-01;356;;;;
9777514;3;2024-01-01;350;;;;
9777514;3;2024-02-01;260;;;;
9777514;3;2024-03-01;360;;;;
9777514;3;2024-04-01;500;;;;
9777514;3;2024-05-01;350;;;;
9777514;3;2024-06-01;520;;;;
9777514;3;2024-07-01;570;;;;
9777514;3;2024-08-01;180;;;;
9777514;3;2024-09-01;270;;;;
9777514;3;2024-10-01;410;;;;
9777514;3;2024-11-01;420;;;;
9777514;3;2024-12-01;340;;;;
9777514;3;2025-01-01;650;;;;
9777514;3;2025-02-01;550;;;;
9777514;3;2025-03-01;373;;;;
9032806;3;2021-04-01;12;;;;
9032806;3;2021-05-01;81;;;;
9032806;3;2021-06-01;56;;;;
9032806;3;2021-07-01;41;;;;
9032806;3;2021-08-01;75;;;;
9032806;3;2021-09-01;37;;;;
9032806;3;2021-10-01;85;;;;
9032806;3;2021-11-01;72;;;;
9032806;3;2021-12-01;39;;;;
9032806;3;2022-01-01;59;;;;
9032806;3;2022-02-01;48;;;;
9032806;3;2022-03-01;50;;;;
9032806;3;2022-04-01;48;;;;
9032806;3;2022-05-01;41;;;;
9032806;3;2022-06-01;16;;;;
9032806;3;2022-07-01;79;;;;
9032806;3;2022-08-01;66;;;;
9032806;3;2022-09-01;36;;;;
9032806;3;2022-10-01;28;;;;
9032806;3;2022-11-01;39;;;;
9032806;3;2022-12-01;76;;;;
9032806;3;2023-01-01;69;;;;
9032806;3;2023-02-01;69;;;;
9032806;3;2023-03-01;41;;;;
9032806;3;2023-04-01;35;;;;
9032806;3;2023-05-01;28;;;;
9032806;3;2023-06-01;41;;;;
9032806;3;2023-07-01;22;;;;
9032806;3;2023-08-01;27;;;;
9032806;3;2023-09-01;25;;;;
9032806;3;2023-10-01;62;;;;
9032806;3;2023-11-01;54;;;;
9032806;3;2023-12-01;21;;;;
9032806;3;2024-01-01;43;;;;
9032806;3;2024-02-01;42;;;;
9032806;3;2024-03-01;57;;;;
9032806;3;2024-04-01;21;;;;
9032806;3;2024-05-01;51;;;;
9032806;3;2024-06-01;26;;;;
9032806;3;2024-07-01;62;;;;
9032806;3;2024-08-01;27;;;;
9032806;3;2024-09-01;25;;;;
9032806;3;2024-10-01;40;;;;
9032806;3;2024-11-01;31;;;;
9032806;3;2024-12-01;27;;;;
9032806;3;2025-01-01;35;;;;
9032806;3;2025-02-01;19;;;;
9032806;3;2025-03-01;35;;;;
9603623;3;2021-04-01;6;;;;
9603623;3;2021-05-01;6;;;;
9603623;3;2021-06-01;4;;;;
9603623;3;2021-07-01;11;;;;
9603623;3;2021-08-01;11;;;;
9603623;3;2021-09-01;7;;;;
9603623;3;2021-10-01;3;;;;
9603623;3;2021-11-01;5;;;;
9603623;3;2021-12-01;3;;;;
9603623;3;2022-01-01;9;;;;
9603623;3;2022-02-01;5;;;;
9603623;3;2022-03-01;15;;;;
9603623;3;2022-04-01;1;;;;
9603623;3;2022-05-01;6;;;;
9603623;3;2022-06-01;15;;;;
9603623;3;2022-07-01;6;;;;
9603623;3;2022-08-01;6;;;;
9603623;3;2022-09-01;25;;;;
9603623;3;2022-10-01;19;;;;
9603623;3;2022-11-01;2;;;;
9603623;3;2022-12-01;17;;;;
9603623;3;2023-01-01;13;;;;
9603623;3;2023-02-01;34;;;;
9603623;3;2023-03-01;16;;;;
9603623;3;2023-04-01;20;;;;
9603623;3;2023-05-01;29;;;;
9603623;3;2023-06-01;46;;;;
9603623;3;2023-07-01;7;;;;
9603623;3;2023-08-01;2;;;;
9603623;3;2023-09-01;21;;;;
9603623;3;2023-10-01;41;;;;
9603623;3;2023-11-01;25;;;;
9603623;3;2023-12-01;19;;;;
9603623;3;2024-01-01;11;;;;
9603623;3;2024-02-01;4;;;;
9603623;3;2024-03-01;16;;;;
9603623;3;2024-04-01;9;;;;
9603623;3;2024-05-01;9;;;;
9603623;3;2024-06-01;16;;;;
9603623;3;2024-07-01;12;;;;
9603623;3;2024-08-01;6;;;;
9603623;3;2024-09-01;5;;;;
9603623;3;2024-10-01;17;;;;
9603623;3;2024-11-01;23;;;;
9603623;3;2024-12-01;17;;;;
9603623;3;2025-01-01;15;;;;
9603623;3;2025-02-01;32;;;;
9603623;3;2025-03-01;5;;;;
8786199;3;2021-04-01;4;;;;
8786199;3;2021-05-01;13;;;;
8786199;3;2021-06-01;20;;;;
8786199;3;2021-07-01;52;;;;
8786199;3;2021-08-01;6;;;;
8786199;3;2021-09-01;21;;;;
8786199;3;2021-10-01;11;;;;
8786199;3;2021-11-01;45;;;;
8786199;3;2021-12-01;49;;;;
8786199;3;2022-01-01;21;;;;
8786199;3;2022-02-01;38;;;;
8786199;3;2022-03-01;10;;;;
8786199;3;2022-04-01;3;;;;
8786199;3;2022-05-01;66;;;;
8786199;3;2022-06-01;15;;;;
8786199;3;2022-07-01;12;;;;
8786199;3;2022-08-01;14;;;;
8786199;3;2022-09-01;24;;;;
8786199;3;2022-10-01;28;;;;
8786199;3;2022-11-01;34;;;;
8786199;3;2022-12-01;84;;;;
8786199;3;2023-01-01;1;;;;
8786199;3;2023-02-01;18;;;;
8786199;3;2023-03-01;14;;;;
8786199;3;2023-04-01;27;;;;
8786199;3;2023-05-01;31;;;;
8786199;3;2023-06-01;8;;;;
8786199;3;2023-07-01;13;;;;
8786199;3;2023-08-01;3;;;;
8786199;3;2023-09-01;10;;;;
8786199;3;2023-10-01;31;;;;
8786199;3;2023-11-01;45;;;;
8786199;3;2023-12-01;34;;;;
8786199;3;2024-01-01;17;;;;
8786199;3;2024-02-01;183;;;;
8786199;3;2024-03-01;7;;;;
8786199;3;2024-04-01;10;;;;
8786199;3;2024-05-01;59;;;;
8786199;3;2024-06-01;10;;;;
8786199;3;2024-07-01;32;;;;
8786199;3;2024-08-01;20;;;;
8786199;3;2024-09-01;24;;;;
8786199;3;2024-10-01;8;;;;
8786199;3;2024-11-01;44;;;;
8786199;3;2024-12-01;16;;;;
8786199;3;2025-01-01;13;;;;
8786199;3;2025-02-01;41;;;;
8786199;3;2025-03-01;124;;;;
8167751;3;2021-04-01;17;;;;
8167751;3;2021-05-01;32;;;;
8167751;3;2021-06-01;28;;;;
8167751;3;2021-07-01;23;;;;
8167751;3;2021-08-01;28;;;;
8167751;3;2021-09-01;33;;;;
